"codigo","componente","segunda_linha"
"P360B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P360C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P360D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P360E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P360F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3610","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3611","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3612","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3613","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3614","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3615","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3616","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3617","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3618","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3619","Código reservado para uso futuro pelas normas ISO/SAE.",
"P361A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P361B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P361C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P361D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P361E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P361F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3620","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3621","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3622","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3623","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3624","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3625","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3626","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3627","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3628","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3629","Código reservado para uso futuro pelas normas ISO/SAE.",
"P362A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P362B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P362C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P362D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P362E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P362F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3630","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3631","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3632","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3633","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3634","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3635","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3636","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3637","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3638","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3639","Código reservado para uso futuro pelas normas ISO/SAE.",
"P363A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P363B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P363C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P363D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P363E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P363F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3640","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3641","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3642","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3643","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3644","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3645","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3646","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3647","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3648","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3649","Código reservado para uso futuro pelas normas ISO/SAE.",
"P364A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P364B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P364C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P364D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P364E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P364F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3650","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3651","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3652","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3653","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3654","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3655","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3656","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3657","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3658","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3659","Código reservado para uso futuro pelas normas ISO/SAE.",
"P365A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P365B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P365C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P365D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P365E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P365F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3660","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3661","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3662","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3663","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3664","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3665","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3666","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3667","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3668","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3669","Código reservado para uso futuro pelas normas ISO/SAE.",
"P366A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P366B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P366C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P366D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P366E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P366F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3670","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3671","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3672","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3673","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3674","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3675","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3676","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3677","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3678","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3679","Código reservado para uso futuro pelas normas ISO/SAE.",
"P367A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P367B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P367C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P367D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P367E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P367F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3680","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3681","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3682","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3683","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3684","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3685","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3686","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3687","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3688","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3689","Código reservado para uso futuro pelas normas ISO/SAE.",
"P368A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P368B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P368C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P368D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P368E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P368F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3690","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3691","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3692","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3693","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3694","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3695","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3696","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3697","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3698","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3699","Código reservado para uso futuro pelas normas ISO/SAE.",
"P369A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P369B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P369C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P369D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P369E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P369F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36A9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36AA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36AB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36AC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36AD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36AE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36AF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36B9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36BA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36BB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36BC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36BD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36BE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36BF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36C9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36CA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36CB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36CC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36CD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36CE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36CF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36D9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36DA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36DB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36DC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36DD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36DE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36DF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36E9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36EA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36EB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36EC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36ED","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36EE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36EF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36F9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36FA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36FB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36FC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36FD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36FE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P36FF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3700","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3701","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3702","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3703","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3704","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3705","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3706","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3707","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3708","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3709","Código reservado para uso futuro pelas normas ISO/SAE.",
"P370A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P370B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P370C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P370D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P370E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P370F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3710","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3711","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3712","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3713","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3714","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3715","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3716","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3717","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3718","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3719","Código reservado para uso futuro pelas normas ISO/SAE.",
"P371A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P371B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P371C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P371D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P371E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P371F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3720","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3721","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3722","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3723","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3724","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3725","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3726","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3727","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3728","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3729","Código reservado para uso futuro pelas normas ISO/SAE.",
"P372A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P372B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P372C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P372D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P372E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P372F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3730","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3731","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3732","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3733","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3734","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3735","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3736","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3737","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3738","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3739","Código reservado para uso futuro pelas normas ISO/SAE.",
"P373A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P373B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P373C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P373D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P373E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P373F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3740","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3741","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3742","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3743","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3744","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3745","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3746","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3747","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3748","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3749","Código reservado para uso futuro pelas normas ISO/SAE.",
"P374A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P374B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P374C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P374D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P374E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P374F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3750","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3751","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3752","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3753","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3754","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3755","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3756","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3757","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3758","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3759","Código reservado para uso futuro pelas normas ISO/SAE.",
"P375A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P375B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P375C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P375D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P375E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P375F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3760","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3761","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3762","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3763","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3764","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3765","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3766","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3767","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3768","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3769","Código reservado para uso futuro pelas normas ISO/SAE.",
"P376A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P376B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P376C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P376D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P376E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P376F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3770","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3771","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3772","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3773","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3774","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3775","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3776","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3777","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3778","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3779","Código reservado para uso futuro pelas normas ISO/SAE.",
"P377A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P377B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P377C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P377D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P377E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P377F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3780","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3781","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3782","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3783","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3784","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3785","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3786","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3787","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3788","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3789","Código reservado para uso futuro pelas normas ISO/SAE.",
"P378A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P378B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P378C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P378D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P378E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P378F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3790","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3791","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3792","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3793","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3794","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3795","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3796","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3797","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3798","Código reservado para uso futuro pelas normas ISO/SAE.",
"P3799","Código reservado para uso futuro pelas normas ISO/SAE.",
"P379A","Código reservado para uso futuro pelas normas ISO/SAE.",
"P379B","Código reservado para uso futuro pelas normas ISO/SAE.",
"P379C","Código reservado para uso futuro pelas normas ISO/SAE.",
"P379D","Código reservado para uso futuro pelas normas ISO/SAE.",
"P379E","Código reservado para uso futuro pelas normas ISO/SAE.",
"P379F","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37A9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37AA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37AB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37AC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37AD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37AE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37AF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B8","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37B9","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37BA","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37BB","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37BC","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37BD","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37BE","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37BF","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37C0","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37C1","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37C2","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37C3","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37C4","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37C5","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37C6","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37C7","Código reservado para uso futuro pelas normas ISO/SAE.",
"P37C8","Código reservado para uso futuro pelas normas ISO/SAE.",
